Duplicate Removal Log - 20250422_010941
Total images scanned: 3119
Duplicates found: 1200

Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1080.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard100.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1081.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard102.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1082.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard103.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1083.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard104.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1084.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard105.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1085.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard106.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1086.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard107.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1087.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard108.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard109.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1088.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard110.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1089.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard111.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1090.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard114.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1091.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard115.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1092.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard116.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1093.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard117.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1094.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard118.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1095.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard119.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1096.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard12.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1000.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard120.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1097.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard121.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1098.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard122.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1099.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard123.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1100.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard125.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1101.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard126.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1102.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard127.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1103.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard128.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1104.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard129.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1105.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard130.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1106.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard131.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1107.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1314.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard102.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1315.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1073.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard132.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1108.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1320.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1091.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1328.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1177.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard133.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1109.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1330.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1121.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard134.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1110.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard136.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1111.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1369.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1257.jpg)
Removed: Z:\GarbageClassification\data\recyclable\cardboard\cardboard137.jpg (Original: Z:\GarbageClassification\data\recyclable\cardboard\cardboard1112.jpg)
