Duplicate Removal Log - 20250422_011059
Total images scanned: 3643
Duplicates found: 1546

Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1979.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1061.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1984.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1207.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1985.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1770.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1986.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1891.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1987.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1572.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1989.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1461.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1994.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1798.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1995.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1358.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1996.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1032.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1997.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1811.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1998.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1688.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2000.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1659.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2002.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1321.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2006.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1498.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2008.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1220.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2009.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1752.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2011.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1065.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2012.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1975.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2013.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1484.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2014.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1153.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2016.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes192.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2017.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1660.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2021.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1721.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2022.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1884.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2023.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1577.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2024.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1261.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2025.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1006.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2029.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1755.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2034.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1367.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2036.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1234.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2037.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes155.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2038.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1146.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2039.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes195.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2042.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1250.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2044.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes198.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2045.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes12.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2046.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1361.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2048.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1373.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2049.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1046.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2050.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1880.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2052.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1623.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2055.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes176.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2057.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1169.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2058.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1154.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2060.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1900.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2064.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1689.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2067.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1132.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2068.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1320.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2069.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1778.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2070.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1825.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2071.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1926.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2072.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1914.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2074.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1191.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2075.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1824.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2078.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1586.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2080.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1840.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2081.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1228.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2082.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes103.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2088.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1863.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2089.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1041.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2090.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1165.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2091.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1346.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2101.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1611.jpg)
Removed: Z:\GarbageClassification\data\non_recyclable\shoes\shoes2104.jpg (Original: Z:\GarbageClassification\data\non_recyclable\shoes\shoes1851.jpg)
